195866.72651073805,2222274.675176098
195414.88193444334,2223035.5475804135
195414.84751134936,2222065.44560067
195414.96997031217,2225516.5497492333
196150.96997031217,2224262.897509271
196964.96997031217,2223424.2346475944
197614.96997031217,2222946.7922516945
195414.918397798,2224063.147615405
196150.918397798,2222810.314087784
196964.918397798,2221972.198924696
195414.95306526028,2225040.136316929
196150.95306526028,2223786.7524442333
196964.95306526028,2222948.2691137097
197614.95306526028,2222470.9289231002
195415.02917253034,2227184.9700656435
195665.02917253034,2222563.6191390874
196151.02917253034,2225930.3779919804
196091.02917253034,2223313.5686766636
196965.02917253034,2225091.0864044796
197615.02917253034,2224613.286081271
195414.99058020473,2226097.37196387
196150.99058020473,2224843.3925423888
196090.99058020473,2222227.8610905698
196964.99058020473,2224004.510804256
197614.99058020473,2223526.943804184
195415.0132291143,2226735.657183765
195665.0132291143,2222115.238570531
196151.0132291143,2225481.3182114237
196091.0132291143,2222865.0368121914
196965.0132291143,2224642.195942535
197615.0132291143,2224164.4920107145
195665.06299028703,2223514.684140319
196151.06299028703,2226882.883677324
196091.06299028703,2224264.9545933404
196965.06299028703,2226043.232946237
196741.06299028703,2222583.488748943
197615.06299028703,2225565.228166183
195910.75877453623,2224258.3560368908
195772.75877453623,2223367.464374389
196646.75877453623,2223017.546802917
197460.75877453623,2222186.875598725
195910.72494363392,2223251.8063949896
195772.72494363392,2222361.3178913444
196646.72494363392,2222011.55866671
195910.84295718413,2226762.9896282325
195772.84295718413,2225871.0947710834
196160.84295718413,2222110.309458827
196646.84295718413,2225520.7831794913
196586.84295718413,2222900.471013961
197460.84295718413,2224689.1765970797
198110.84295718413,2224215.5465806583
195910.79229672116,2225255.72060601
195772.79229672116,2224364.429463599
196646.79229672116,2224014.354990253
197460.79229672116,2223183.3113111816
198110.79229672116,2222710.0018885387
195910.8258021178,2226252.5856847567
195772.8258021178,2225360.8952625
196646.8258021178,2225010.6639658567
196586.8258021178,2222390.952411271
197460.8258021178,2224179.2479984453
198110.8258021178,2223705.72654415
195910.67948159124,2221899.2027230263
195772.8996392571,2227556.845515222
196160.8996392571,2223793.2119927066
196646.8996392571,2227206.268621002
196586.8996392571,2224583.971976204
197460.8996392571,2226374.0322273653
197236.8996392571,2222896.5246536476
198110.8996392571,2225900.0435107057
195910.71091767985,2222834.500971921
195772.71091767985,2221944.1796139083
195910.86123694194,2227306.855813484
195772.86123694194,2226414.743118624
196160.86123694194,2222653.039269149
196646.86123694194,2226064.3459679214
196586.86123694194,2223443.393815205
197460.86123694194,2225232.5362737314
198110.86123694194,2224758.7905778172
195772.88331925453,2227071.4811825985
196160.88331925453,2223308.6677218126
196646.88331925453,2226720.98067478
196586.88331925453,2224099.2554047587
197460.88331925453,2225888.925617504
197236.88331925453,2222412.175761069
198110.88331925453,2225415.0401784517
195910.70608821418,2222690.812904991
196160.93204285155,2224755.281452145
196586.93204285155,2225546.383540808
196974.93204285155,2222284.3085480523
197460.93204285155,2227337.218218725
197236.93204285155,2223858.206186697
198110.93204285155,2226863.024442929
